name,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,year,city,county,county_fips,all_counties,latitude,longitude,coordinates,distance_from_dallas
"Grand Prairie city, Texas",185631,116126,40800,12844,4738,84763,0,7,78,102,54,182,0,0,61,1198,30464,2016,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grand Prairie city, Texas",188664,115617,43344,13060,5283,85594,0,8,119,108,62,86,0,0,69,1612,30464,2017,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grand Prairie city, Texas",191104,113820,44401,13980,6096,86783,0,8,89,142,116,93,0,0,73,1867,30464,2018,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grand Prairie city, Texas",192565,113323,43635,12819,5987,91437,0,8,163,111,97,169,0,0,88,1651,30464,2019,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grand Prairie city, Texas",193835,102881,41249,13279,16307,94370,0,0,366,311,74,75,0,0,100,1319,30464,2020,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grand Prairie city, Texas",195992,89259,45734,13677,22685,91444,0,16,366,241,75,91,0,0,69,2262,30464,2021,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grand Prairie city, Texas",197279,78264,46057,13516,27845,93780,0,16,323,268,60,178,0,0,76,2996,30464,2022,Grand Prairie city,Dallas,113,"Dallas, Tarrant, Ellis",32.6861079,-97.0208035,"(+32.6861079, -097.0208035)",14.4
"Grapevine city, Texas",49249,42908,1259,1664,980,7469,0,37,193,118,83,0,0,0,110,0,30644,2009,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",45548,39203,903,1876,1178,7155,0,34,139,120,146,0,0,0,83,0,30644,2010,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",46152,39406,914,2005,1033,7106,0,19,56,27,187,0,0,0,107,0,30644,2011,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",46756,39473,730,1881,1254,9051,0,0,60,60,253,0,0,0,147,0,30644,2012,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",47688,39634,778,2294,1485,9516,0,0,78,76,0,38,0,0,81,0,30644,2013,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",48671,40763,937,2012,1556,9535,0,0,50,55,0,44,0,0,76,0,30644,2014,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",49609,40614,1865,2019,1571,10945,0,0,63,150,0,44,0,0,54,0,30644,2015,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",50538,40635,1931,2880,1764,11453,0,20,95,166,0,40,0,0,52,29,30644,2016,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",51733,40954,2193,3766,1699,11040,0,18,79,127,0,47,0,0,58,19,30644,2017,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",52486,41917,2488,3139,1784,12037,0,21,71,153,0,0,0,0,64,83,30644,2018,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",53317,42157,2838,3626,1687,11506,0,15,83,195,0,0,0,0,74,81,30644,2019,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",54151,41119,3186,3538,3125,12148,0,10,52,118,0,0,0,0,321,54,30644,2020,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",50548,37431,3260,3560,3931,9917,0,13,42,148,0,0,0,0,283,57,30644,2021,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Grapevine city, Texas",50763,36977,3265,3444,4812,9917,0,22,68,136,0,0,0,0,332,58,30644,2022,Grapevine city,Dallas,113,"Dallas, Tarrant, Denton",32.9349687,-97.0759115,"(+32.9349687, -097.0759115)",19.5
"Highland Park town, Texas",9040,8612,51,179,114,642,0,0,36,10,0,0,0,0,0,0,33824,2009,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
"Highland Park town, Texas",8531,8306,0,89,96,584,0,0,29,10,0,0,0,0,0,0,33824,2010,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
"Highland Park town, Texas",8577,8326,0,111,109,593,0,0,25,9,0,0,0,0,0,0,33824,2011,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
"Highland Park town, Texas",8623,8249,0,129,193,634,0,0,30,0,0,0,0,0,5,0,33824,2012,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
"Highland Park town, Texas",8706,8232,0,189,190,552,0,0,13,0,0,0,0,0,5,0,33824,2013,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
"Highland Park town, Texas",8796,8331,0,199,179,579,0,0,69,0,0,0,0,0,5,0,33824,2014,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
"Highland Park town, Texas",8916,8374,0,194,254,584,0,10,62,3,0,0,0,0,18,0,33824,2015,Highland Park town,Dallas,113,Dallas,32.8310564,-96.8012347,"(+32.8310564, -096.8012347)",3.8
